day,setup_id,direction,range_high,range_low,range_points,bias_price,entry_time,entry,stop,target,exit_time,exit_price,reason,bars_held,r_gross,r_net
2019-03-28,setup_ny_fib_NDX100_20190328_BUY,LONG,7311.7,7296.0,15.699999999999818,7305.2,2019-03-28 14:01:00+00:00,7303.85,7299.7052,7321.402599999999,2019-03-28 14:11:00+00:00,7299.7052,SL,10,-1.0,-1.4277649102489833
2019-03-29,setup_ny_fib_NDX100_20190329_BUY,LONG,7366.5,7353.7,12.800000000000182,7364.6,2019-03-29 14:40:00+00:00,7360.1,7356.7208,7374.4104,2019-03-29 14:46:00+00:00,7356.7208,SL,6,-1.0,-1.5246803977272245
2019-04-01,setup_ny_fib_NDX100_20190401_BUY,LONG,7457.6,7430.6,27.0,7449.1,2019-04-01 14:03:00+00:00,7444.1,7436.972000000001,7474.286,2019-04-01 14:06:00+00:00,7436.972000000001,SL,3,-1.0,-1.2487373737373841
2019-04-02,setup_ny_fib_NDX100_20190402_SELL,SHORT,7483.3,7463.5,19.800000000000182,7465.3,2019-04-02 14:07:00+00:00,7473.4,7478.6272,7451.2636,2019-04-02 14:14:00+00:00,7478.6272,SL,7,-1.0,-1.3391873278236741
2019-04-03,setup_ny_fib_NDX100_20190403_SELL,SHORT,7547.6,7529.9,17.700000000000728,7538.3,2019-04-03 14:01:00+00:00,7538.75,7543.4228,7518.961399999999,2019-04-03 14:13:00+00:00,7543.4228,SL,12,-1.0,-1.3794298921417338
2019-04-04,setup_ny_fib_NDX100_20190404_BUY,LONG,7571.0,7540.2,30.800000000000182,7561.2,2019-04-04 14:09:00+00:00,7555.6,7547.4688,7590.0344000000005,2019-04-04 14:17:00+00:00,7547.4688,SL,8,-1.0,-1.218048996458068
2019-04-08,setup_ny_fib_NDX100_20190408_SELL,SHORT,7568.4,7535.5,32.899999999999636,7546.0,2019-04-08 14:05:00+00:00,7551.95,7560.6356,7515.1678,2019-04-08 14:19:00+00:00,7560.6356,SL,14,-1.0,-1.204130975407576
2019-04-09,setup_ny_fib_NDX100_20190409_BUY,LONG,7584.0,7559.2,24.800000000000182,7577.5,2019-04-09 14:50:00+00:00,7571.6,7565.0527999999995,7599.3264,2019-04-09 18:04:00+00:00,7565.0527999999995,SL,194,-1.0,-1.270802785923717
2019-04-10,setup_ny_fib_NDX100_20190410_BUY,LONG,7592.2,7572.7,19.5,7588.5,2019-04-10 14:05:00+00:00,7582.45,7577.302,7604.251,2019-04-10 14:07:00+00:00,7577.302,SL,2,-1.0,-1.3444055944055853
2019-04-11,setup_ny_fib_NDX100_20190411_SELL,SHORT,7623.7,7591.2,32.5,7597.7,2019-04-11 14:40:00+00:00,7607.45,7616.03,7571.115,2019-04-12 08:03:00+00:00,7616.03,SL,964,-1.0,-1.2066433566433583
2019-04-12,setup_ny_fib_NDX100_20190412_BUY,LONG,7631.1,7614.2,16.900000000000546,7623.0,2019-04-12 14:01:00+00:00,7622.65,7618.1884,7641.5442,2019-04-12 14:08:00+00:00,7618.1884,SL,7,-1.0,-1.3973910704680261
2019-04-15,setup_ny_fib_NDX100_20190415_SELL,SHORT,7637.0,7617.7,19.300000000000182,7619.5,2019-04-15 18:54:00+00:00,7627.35,7632.4452,7605.772599999999,2019-04-15 19:06:00+00:00,7632.4452,SL,11,-1.0,-1.347974564295825
2019-04-16,setup_ny_fib_NDX100_20190416_BUY,LONG,7658.0,7646.7,11.300000000000182,7659.5,2019-04-16 14:45:00+00:00,7652.35,7649.3668,7664.9834,2019-04-16 14:45:00+00:00,7649.3668,SL,0,-1.0,-1.5943282381334325
2019-04-17,setup_ny_fib_NDX100_20190417_SELL,SHORT,7711.5,7675.0,36.5,7665.2,2019-04-17 14:35:00+00:00,7693.25,7702.886,7652.443,2019-04-18 01:13:00+00:00,7652.443,TP,561,4.2348484848482775,4.05085097550831
2019-04-18,setup_ny_fib_NDX100_20190418_SELL,SHORT,7695.7,7663.5,32.19999999999982,7666.5,2019-04-18 16:03:00+00:00,7679.6,7688.1008,7643.6004,2019-04-18 16:47:00+00:00,7688.1008,SL,44,-1.0,-1.2085686053077407
2019-04-24,setup_ny_fib_NDX100_20190424_SELL,SHORT,7824.2,7793.5,30.699999999999818,7802.0,2019-04-24 14:05:00+00:00,7808.85,7816.9547999999995,7774.5274,2019-04-24 14:18:00+00:00,7816.9547999999995,SL,13,-1.0,-1.2187592537755632
2019-04-25,setup_ny_fib_NDX100_20190425_BUY,LONG,7845.5,7811.8,33.69999999999982,7835.5,2019-04-25 14:06:00+00:00,7828.65,7819.7532,7866.3266,2019-04-25 14:11:00+00:00,7819.7532,SL,5,-1.0,-1.1992851362287669
2019-04-26,setup_ny_fib_NDX100_20190426_SELL,SHORT,7807.7,7746.5,61.19999999999982,7757.0,2019-04-26 14:21:00+00:00,7777.1,7793.2568,7708.6784,2019-04-26 15:12:00+00:00,7793.2568,SL,51,-1.0,-1.109737076648843
2019-04-29,setup_ny_fib_NDX100_20190429_SELL,SHORT,7835.2,7814.2,21.0,7820.7,2019-04-29 14:11:00+00:00,7824.7,7830.244,7801.222,2019-04-29 14:15:00+00:00,7830.244,SL,4,-1.0,-1.3198051948052023
2019-04-30,setup_ny_fib_NDX100_20190430_BUY,LONG,7792.0,7761.7,30.300000000000182,7780.0,2019-04-30 14:01:00+00:00,7776.85,7768.8508,7810.7254,2019-04-30 14:24:00+00:00,7768.8508,SL,23,-1.0,-1.2216471647164662
2019-05-01,setup_ny_fib_NDX100_20190501_SELL,SHORT,7832.7,7816.1,16.599999999999454,7820.2,2019-05-01 14:02:00+00:00,7824.4,7828.7824,7805.841200000001,2019-05-01 14:06:00+00:00,7828.7824,SL,4,-1.0,-1.404572836801714
2019-05-02,setup_ny_fib_NDX100_20190502_BUY,LONG,7772.4,7739.7,32.69999999999982,7768.9,2019-05-02 14:58:00+00:00,7756.049999999999,7747.4172,7792.6086,2019-05-02 15:17:00+00:00,7747.4172,SL,19,-1.0,-1.205379482902433
2019-05-08,setup_ny_fib_NDX100_20190508_BUY,LONG,7650.5,7591.9,58.600000000000364,7643.0,2019-05-08 14:31:00+00:00,7621.2,7605.7296,7686.714800000001,2019-05-09 00:44:00+00:00,7605.7296,SL,537,-1.0,-1.1146059571827478
2019-05-09,setup_ny_fib_NDX100_20190509_SELL,SHORT,7555.0,7491.7,63.30000000000018,7506.2,2019-05-09 15:54:00+00:00,7523.35,7540.0612,7452.580599999999,2019-05-09 16:25:00+00:00,7540.0612,SL,31,-1.0,-1.1060965101249478
2019-05-10,setup_ny_fib_NDX100_20190510_SELL,SHORT,7576.1,7539.1,37.0,7528.2,2019-05-10 17:48:00+00:00,7557.6,7567.368,7516.234,2019-05-10 18:04:00+00:00,7567.368,SL,16,-1.0,-1.181511056511056
2019-05-14,setup_ny_fib_NDX100_20190514_SELL,SHORT,7384.5,7335.5,49.0,7359.7,2019-05-14 14:01:00+00:00,7360.7,7372.936,7305.218,2019-05-14 14:01:00+00:00,7372.936,SL,0,-0.9458874458874587,-1.0829468150896882
2019-05-17,setup_ny_fib_NDX100_20190517_BUY,LONG,7554.5,7502.1,52.399999999999636,7537.9,2019-05-17 14:05:00+00:00,7528.3,7514.4664,7586.8832,2019-05-17 14:14:00+00:00,7514.4664,SL,9,-1.0,-1.1281662040249834
2019-05-20,setup_ny_fib_NDX100_20190520_BUY,LONG,7397.4,7348.1,49.29999999999927,7376.1,2019-05-20 14:01:00+00:00,7372.75,7359.7348,7427.867399999999,2019-05-20 19:10:00+00:00,7359.7348,SL,309,-1.0,-1.136225336529598
2019-05-21,setup_ny_fib_NDX100_20190521_BUY,LONG,7452.1,7424.4,27.700000000000728,7439.8,2019-05-21 14:01:00+00:00,7438.25,7430.937199999999,7469.218600000001,2019-05-21 14:06:00+00:00,7430.937199999999,SL,5,-1.0,-1.24245159172955
2019-05-22,setup_ny_fib_NDX100_20190522_BUY,LONG,7441.0,7408.5,32.5,7438.4,2019-05-22 14:13:00+00:00,7424.75,7416.17,7461.085,2019-05-22 14:58:00+00:00,7416.17,SL,45,-1.0,-1.2066433566433583
2019-05-24,setup_ny_fib_NDX100_20190524_BUY,LONG,7369.5,7343.8,25.699999999999818,7358.9,2019-05-24 14:01:00+00:00,7356.65,7349.8652,7385.3826,2019-05-24 14:07:00+00:00,7349.8652,SL,6,-1.0,-1.2613194198797524
2019-05-27,setup_ny_fib_NDX100_20190527_SELL,SHORT,7310.1,7304.0,6.100000000000364,7306.6,2019-05-27 14:01:00+00:00,7307.05,7308.660400000001,7300.2302,2019-05-27 14:36:00+00:00,7308.660400000001,SL,35,-1.0,-2.1009687034273905
2019-05-28,setup_ny_fib_NDX100_20190528_BUY,LONG,7363.5,7317.4,46.100000000000364,7342.6,2019-05-28 14:01:00+00:00,7340.45,7328.2796,7391.9898,2019-05-28 14:16:00+00:00,7328.2796,SL,15,-1.0,-1.14568132518241
2019-05-29,setup_ny_fib_NDX100_20190529_SELL,SHORT,7236.6,7203.6,33.0,7219.4,2019-05-29 14:04:00+00:00,7220.1,7228.812000000001,7183.206,2019-05-29 14:14:00+00:00,7228.812000000001,SL,10,-1.0,-1.2035123966942045
2019-05-30,setup_ny_fib_NDX100_20190530_BUY,LONG,7260.1,7229.1,31.0,7252.9,2019-05-30 14:07:00+00:00,7244.6,7236.416,7279.258000000001,2019-05-30 14:52:00+00:00,7236.416,SL,45,-1.0,-1.2166422287389977
2019-05-31,setup_ny_fib_NDX100_20190531_SELL,SHORT,7163.9,7126.5,37.399999999999636,7144.8,2019-05-31 14:01:00+00:00,7145.2,7155.0736,7103.3868,2019-05-31 14:22:00+00:00,7155.0736,SL,21,-1.0,-1.179569761789015
2019-06-03,setup_ny_fib_NDX100_20190603_SELL,SHORT,7125.6,7046.0,79.60000000000036,7054.9,2019-06-03 15:01:00+00:00,7085.8,7106.8144,6996.8072,2019-06-03 16:24:00+00:00,6996.8072,TP,83,4.23484848484848,4.150477767626004
2019-06-04,setup_ny_fib_NDX100_20190604_SELL,SHORT,7061.5,7021.4,40.100000000000364,7028.9,2019-06-04 14:02:00+00:00,7041.45,7052.0364,6996.618199999999,2019-06-04 14:15:00+00:00,7052.0364,SL,13,-1.0,-1.167479029698479
2019-06-05,setup_ny_fib_NDX100_20190605_BUY,LONG,7235.3,7181.4,53.900000000000546,7209.3,2019-06-05 14:01:00+00:00,7208.35,7194.1204,7268.610200000001,2019-06-05 14:02:00+00:00,7194.1204,SL,1,-1.0,-1.1245994265474735
2019-06-06,setup_ny_fib_NDX100_20190606_SELL,SHORT,7239.8,7202.9,36.900000000000546,7205.9,2019-06-06 14:39:00+00:00,7221.35,7231.0916,7180.095799999999,2019-06-06 14:43:00+00:00,7231.0916,SL,4,-1.0,-1.182002956393212
2019-06-11,setup_ny_fib_NDX100_20190611_SELL,SHORT,7595.1,7548.4,46.70000000000073,7565.8,2019-06-11 14:03:00+00:00,7571.75,7584.0788,7519.539399999999,2019-06-11 15:34:00+00:00,7519.539399999999,TP,91,4.2348484848485075,4.091038868340821
2019-06-12,setup_ny_fib_NDX100_20190612_BUY,LONG,7506.9,7474.4,32.5,7494.5,2019-06-12 14:06:00+00:00,7490.65,7482.07,7526.985,2019-06-12 14:07:00+00:00,7482.07,SL,1,-1.0,-1.2066433566433583
2019-06-13,setup_ny_fib_NDX100_20190613_BUY,LONG,7529.4,7492.0,37.399999999999636,7525.4,2019-06-13 14:07:00+00:00,7510.7,7500.8264,7552.513199999999,2019-06-13 14:09:00+00:00,7500.8264,SL,2,-1.0,-1.179569761789015
2019-06-18,setup_ny_fib_NDX100_20190618_BUY,LONG,7678.0,7595.3,82.69999999999982,7669.0,2019-06-18 17:04:00+00:00,7636.65,7614.8172,7729.1086,2019-06-19 13:40:00+00:00,7614.8172,SL,1158,-1.0,-1.0812080905793147
2019-06-19,setup_ny_fib_NDX100_20190619_BUY,LONG,7652.9,7607.4,45.5,7630.4,2019-06-19 14:01:00+00:00,7630.15,7618.138,7681.018999999999,2019-06-19 14:28:00+00:00,7618.138,SL,27,-1.0,-1.147602397602401
2019-06-20,setup_ny_fib_NDX100_20190620_SELL,SHORT,7771.8,7744.3,27.5,7757.3,2019-06-20 14:01:00+00:00,7758.05,7765.31,7727.305,2019-06-20 14:12:00+00:00,7765.31,SL,11,-1.0,-1.2442148760330505
2019-06-24,setup_ny_fib_NDX100_20190624_SELL,SHORT,7745.8,7718.6,27.199999999999818,7722.9,2019-06-24 14:05:00+00:00,7732.200000000001,7739.3808,7701.790400000001,2019-06-24 14:11:00+00:00,7739.3808,SL,6,-1.0,-1.2469084224599212
2019-06-26,setup_ny_fib_NDX100_20190626_BUY,LONG,7688.9,7639.4,49.5,7674.4,2019-06-26 14:07:00+00:00,7664.15,7651.081999999999,7719.491,2019-06-26 14:20:00+00:00,7651.081999999999,SL,13,-1.0,-1.1356749311294743
2019-06-27,setup_ny_fib_NDX100_20190627_BUY,LONG,7671.3,7644.4,26.900000000000546,7661.6,2019-06-27 14:01:00+00:00,7657.85,7650.7483999999995,7687.9242,2019-06-27 14:18:00+00:00,7650.7483999999995,SL,17,-1.0,-1.249662047989155
2019-06-28,setup_ny_fib_NDX100_20190628_SELL,SHORT,7681.6,7636.4,45.20000000000073,7641.1,2019-06-28 15:27:00+00:00,7659.0,7670.9328000000005,7608.466399999999,2019-06-28 16:05:00+00:00,7670.9328000000005,SL,38,-1.0,-1.1485820595333807
2019-07-01,setup_ny_fib_NDX100_20190701_SELL,SHORT,7822.4,7790.1,32.29999999999927,7799.0,2019-07-01 14:02:00+00:00,7806.25,7814.7771999999995,7770.138600000001,2019-07-01 14:03:00+00:00,7814.7771999999995,SL,1,-1.0,-1.2079228820715002
2019-07-02,setup_ny_fib_NDX100_20190702_BUY,LONG,7768.5,7749.1,19.399999999999636,7758.9,2019-07-02 14:01:00+00:00,7758.6,7753.678400000001,7780.4892,2019-07-02 14:15:00+00:00,7753.678400000001,SL,14,-0.9609497032177761,-1.307130584192506
2019-07-03,setup_ny_fib_NDX100_20190703_BUY,LONG,7824.1,7808.4,15.700000000000728,7818.8,2019-07-03 14:01:00+00:00,7816.25,7812.1052,7833.802600000001,2019-07-03 14:32:00+00:00,7833.802600000001,TP,31,4.234848484848667,3.807083574599684
2019-07-04,setup_ny_fib_NDX100_20190704_SELL,SHORT,7873.4,7868.8,4.599999999999454,7870.0,2019-07-04 14:40:00+00:00,7871.1,7872.3144,7865.957200000001,2019-07-04 14:53:00+00:00,7872.3144,SL,13,-1.0,-2.459980237154341
2019-07-05,setup_ny_fib_NDX100_20190705_SELL,SHORT,7814.1,7780.4,33.70000000000073,7780.4,2019-07-05 14:08:00+00:00,7797.25,7806.1468,7759.573399999999,2019-07-05 16:15:00+00:00,7806.1468,SL,127,-1.0,-1.1992851362287467
2019-07-08,setup_ny_fib_NDX100_20190708_SELL,SHORT,7792.1,7752.1,40.0,7755.6,2019-07-08 14:14:00+00:00,7772.1,7782.660000000001,7727.38,2019-07-08 15:12:00+00:00,7782.660000000001,SL,58,-1.0,-1.167897727272721
2019-07-10,setup_ny_fib_NDX100_20190710_BUY,LONG,7925.4,7863.6,61.79999999999927,7919.1,2019-07-10 14:24:00+00:00,7894.5,7878.1848,7963.5923999999995,2019-07-10 14:59:00+00:00,7878.1848,SL,35,-1.0,-1.1086716681376876
2019-07-11,setup_ny_fib_NDX100_20190711_BUY,LONG,7923.8,7904.6,19.199999999999818,7924.9,2019-07-11 14:05:00+00:00,7914.200000000001,7909.131200000001,7935.6656,2019-07-11 14:11:00+00:00,7909.131200000001,SL,6,-1.0,-1.3497869318181812
2019-07-12,setup_ny_fib_NDX100_20190712_BUY,LONG,7923.9,7901.3,22.599999999999454,7916.4,2019-07-12 14:11:00+00:00,7912.6,7906.6336,7937.866799999999,2019-07-12 14:24:00+00:00,7906.6336,SL,13,-1.0,-1.2971641190667615
2019-07-15,setup_ny_fib_NDX100_20190715_SELL,SHORT,7961.4,7939.4,22.0,7947.5,2019-07-15 14:02:00+00:00,7950.4,7956.208,7925.804,2019-07-15 15:18:00+00:00,7956.208,SL,76,-1.0,-1.3052685950413228
2019-07-16,setup_ny_fib_NDX100_20190716_BUY,LONG,7964.1,7949.1,15.0,7961.0,2019-07-16 14:04:00+00:00,7956.6,7952.64,7973.370000000001,2019-07-16 14:12:00+00:00,7952.64,SL,8,-1.0,-1.4477272727272685
2019-07-17,setup_ny_fib_NDX100_20190717_BUY,LONG,7939.4,7922.0,17.399999999999636,7934.6,2019-07-17 14:08:00+00:00,7930.7,7926.1064,7950.1532,2019-07-17 14:09:00+00:00,7926.1064,SL,1,-1.0,-1.385971786833843
2019-07-18,setup_ny_fib_NDX100_20190718_BUY,LONG,7879.9,7842.6,37.29999999999927,7861.9,2019-07-18 14:02:00+00:00,7861.25,7851.4028,7902.951399999999,2019-07-18 15:09:00+00:00,7851.4028,SL,67,-1.0,-1.180051182061903
2019-07-22,setup_ny_fib_NDX100_20190722_BUY,LONG,7897.8,7856.9,40.900000000000546,7896.9,2019-07-22 14:22:00+00:00,7877.35,7866.5524,7923.0762,2019-07-23 01:53:00+00:00,7923.0762,TP,616,4.234848484848183,4.070645328591249
2019-07-23,setup_ny_fib_NDX100_20190723_SELL,SHORT,7944.4,7912.6,31.799999999999272,7915.6,2019-07-23 17:42:00+00:00,7928.5,7936.8952,7892.9476,2019-07-23 17:43:00+00:00,7936.8952,SL,1,-1.0,-1.211192109777017
2019-07-25,setup_ny_fib_NDX100_20190725_SELL,SHORT,7981.6,7928.4,53.20000000000073,7946.1,2019-07-25 14:35:00+00:00,7955.0,7969.044800000001,7895.522399999999,2019-07-25 14:40:00+00:00,7969.044800000001,SL,5,-1.0,-1.1262388926862559
2019-07-26,setup_ny_fib_NDX100_20190726_BUY,LONG,8019.0,7980.1,38.899999999999636,8005.9,2019-07-26 14:10:00+00:00,7999.55,7989.280400000001,8043.0401999999995,2019-07-26 14:35:00+00:00,7989.280400000001,SL,25,-1.0,-1.172645477915407
2019-07-29,setup_ny_fib_NDX100_20190729_SELL,SHORT,8009.4,7951.1,58.29999999999927,7954.6,2019-07-29 17:00:00+00:00,7980.25,7995.6412,7915.070600000001,2019-07-29 22:58:00+00:00,7995.8,SL,283,-1.0103175840740264,-1.1255132803160346
2019-07-31,setup_ny_fib_NDX100_20190731_BUY,LONG,7975.0,7953.9,21.100000000000364,7966.1,2019-07-31 14:01:00+00:00,7964.45,7958.879599999999,7988.0398000000005,2019-07-31 14:31:00+00:00,7958.879599999999,SL,30,-1.0,-1.3182895303748088
2019-08-01,setup_ny_fib_NDX100_20190801_BUY,LONG,7921.4,7854.5,66.89999999999964,7920.0,2019-08-01 17:34:00+00:00,7887.95,7870.2884,7962.744199999999,2019-08-01 17:39:00+00:00,7870.2884,SL,5,-1.0,-1.1003872808805575
2019-08-02,setup_ny_fib_NDX100_20190802_SELL,SHORT,7753.5,7707.1,46.399999999999636,7729.0,2019-08-02 14:01:00+00:00,7730.3,7742.5496,7678.424800000001,2019-08-02 14:21:00+00:00,7678.424800000001,TP,20,4.234848484848409,4.090109064785715
2019-08-05,setup_ny_fib_NDX100_20190805_BUY,LONG,7531.5,7473.0,58.5,7503.0,2019-08-05 14:01:00+00:00,7502.25,7486.806,7567.653,2019-08-05 14:02:00+00:00,7486.806,SL,1,-1.0,-1.1148018648018616
2019-08-06,setup_ny_fib_NDX100_20190806_BUY,LONG,7519.8,7478.0,41.80000000000018,7515.2,2019-08-06 14:11:00+00:00,7498.9,7487.8648,7545.6324,2019-08-06 14:13:00+00:00,7487.8648,SL,2,-1.0,-1.1606676816007053
2019-08-07,setup_ny_fib_NDX100_20190807_SELL,SHORT,7455.5,7380.3,75.19999999999982,7416.8,2019-08-07 14:01:00+00:00,7417.9,7437.7528,7333.8264,2019-08-07 14:04:00+00:00,7437.7528,SL,3,-1.0,-1.08930730174081
2019-08-09,setup_ny_fib_NDX100_20190809_SELL,SHORT,7711.9,7655.4,56.5,7666.6,2019-08-09 17:33:00+00:00,7683.65,7698.566,7620.482999999999,2019-08-12 07:08:00+00:00,7698.566,SL,737,-1.0,-1.1188656476267083
2019-08-12,setup_ny_fib_NDX100_20190812_SELL,SHORT,7620.4,7573.7,46.69999999999982,7594.5,2019-08-12 14:01:00+00:00,7597.049999999999,7609.3787999999995,7544.8394,2019-08-12 14:23:00+00:00,7609.3787999999995,SL,22,-1.0,-1.1438096165076868
2019-08-14,setup_ny_fib_NDX100_20190814_BUY,LONG,7620.8,7573.2,47.600000000000364,7599.0,2019-08-14 14:01:00+00:00,7597.0,7584.4336,7650.2168,2019-08-14 14:02:00+00:00,7584.4336,SL,1,-1.0,-1.1410905271199423
2019-08-15,setup_ny_fib_NDX100_20190815_BUY,LONG,7523.9,7451.4,72.5,7509.9,2019-08-15 14:03:00+00:00,7487.65,7468.509999999999,7568.705,2019-08-15 15:07:00+00:00,7468.509999999999,SL,64,-1.0,-1.0926332288401237
2019-08-16,setup_ny_fib_NDX100_20190816_BUY,LONG,7573.8,7549.3,24.5,7567.0,2019-08-16 14:06:00+00:00,7561.55,7555.082,7588.941,2019-08-16 14:09:00+00:00,7555.082,SL,3,-1.0,-1.2741187384044592
2019-08-19,setup_ny_fib_NDX100_20190819_SELL,SHORT,7735.0,7705.0,30.0,7709.8,2019-08-19 14:57:00+00:00,7720.0,7727.92,7686.46,2019-08-19 15:17:00+00:00,7727.92,SL,20,-1.0,-1.2238636363636344
2019-08-20,setup_ny_fib_NDX100_20190820_SELL,SHORT,7711.8,7671.7,40.100000000000364,7685.4,2019-08-20 14:06:00+00:00,7691.75,7702.3364,7646.918199999999,2019-08-20 14:18:00+00:00,7702.3364,SL,12,-1.0,-1.167479029698479
2019-08-21,setup_ny_fib_NDX100_20190821_BUY,LONG,7755.5,7721.3,34.19999999999982,7748.2,2019-08-21 14:10:00+00:00,7738.4,7729.3712000000005,7776.6356,2019-08-21 14:45:00+00:00,7729.3712000000005,SL,35,-1.0,-1.1963716108453137
2019-08-23,setup_ny_fib_NDX100_20190823_BUY,LONG,7665.9,7620.0,45.899999999999636,7649.5,2019-08-23 14:01:00+00:00,7642.95,7630.8324,7694.266199999999,2019-08-23 14:35:00+00:00,7694.266199999999,TP,34,4.234848484848572,4.088532382650112
2019-08-26,setup_ny_fib_NDX100_20190826_BUY,LONG,7558.5,7519.0,39.5,7543.0,2019-08-26 14:04:00+00:00,7538.75,7528.322,7582.911,2019-08-26 14:07:00+00:00,7528.322,SL,3,-1.0,-1.1700230149597257
2019-08-27,setup_ny_fib_NDX100_20190827_SELL,SHORT,7641.8,7611.5,30.300000000000182,7624.8,2019-08-27 14:02:00+00:00,7626.65,7634.6492,7592.7746,2019-08-27 15:09:00+00:00,7592.7746,TP,67,4.234848484848366,4.0132013201319
2019-08-29,setup_ny_fib_NDX100_20190829_BUY,LONG,7717.8,7676.5,41.30000000000018,7705.0,2019-08-29 14:03:00+00:00,7697.15,7686.2468,7743.3234,2019-08-29 14:12:00+00:00,7686.2468,SL,9,-1.0,-1.1626128109178995
2019-08-30,setup_ny_fib_NDX100_20190830_SELL,SHORT,7743.5,7713.8,29.699999999999818,7723.8,2019-08-30 14:01:00+00:00,7728.65,7736.4908000000005,7695.4454000000005,2019-08-30 14:22:00+00:00,7695.4,TP,20,4.240638710335218,4.014513825119448
2019-09-02,setup_ny_fib_NDX100_20190902_SELL,SHORT,7657.4,7635.2,22.199999999999818,7642.9,2019-09-02 14:01:00+00:00,7646.299999999999,7652.1608,7621.4804,2019-09-02 14:11:00+00:00,7652.1608,SL,10,-1.0,-1.3025184275184079
2019-09-04,setup_ny_fib_NDX100_20190904_SELL,SHORT,7699.5,7675.0,24.5,7684.3,2019-09-04 14:01:00+00:00,7687.25,7693.718,7659.859,2019-09-04 15:34:00+00:00,7693.718,SL,93,-1.0,-1.2741187384044592
2019-09-06,setup_ny_fib_NDX100_20190906_SELL,SHORT,7871.0,7835.8,35.19999999999982,7847.8,2019-09-06 14:06:00+00:00,7853.4,7862.6928,7814.0464,2019-09-06 14:44:00+00:00,7862.6928,SL,38,-1.0,-1.190792871900823
2019-09-09,setup_ny_fib_NDX100_20190909_SELL,SHORT,7879.0,7846.3,32.69999999999982,7851.9,2019-09-09 14:45:00+00:00,7862.65,7871.2828,7826.0914,2019-09-09 15:02:00+00:00,7871.2828,SL,17,-1.0,-1.2053794829024111
2019-09-10,setup_ny_fib_NDX100_20190910_SELL,SHORT,7795.3,7739.8,55.5,7758.5,2019-09-10 14:22:00+00:00,7767.55,7782.202,7705.501,2019-09-10 14:37:00+00:00,7782.202,SL,15,-1.0,-1.1210073710073707
2019-09-12,setup_ny_fib_NDX100_20190912_SELL,SHORT,7950.2,7903.7,46.5,7923.5,2019-09-12 14:02:00+00:00,7926.95,7939.226,7874.963,2019-09-12 14:10:00+00:00,7939.226,SL,8,-1.0,-1.1444281524926705
2019-09-13,setup_ny_fib_NDX100_20190913_SELL,SHORT,7916.0,7883.0,33.0,7899.4,2019-09-13 14:01:00+00:00,7899.5,7908.212,7862.606,2019-09-13 14:22:00+00:00,7908.212,SL,21,-1.0,-1.2035123966942045
2019-09-16,setup_ny_fib_NDX100_20190916_BUY,LONG,7869.0,7831.7,37.30000000000018,7862.4,2019-09-16 14:30:00+00:00,7850.35,7840.5028,7892.0514,2019-09-16 14:54:00+00:00,7840.5028,SL,24,-1.0,-1.180051182061903
2019-09-17,setup_ny_fib_NDX100_20190917_SELL,SHORT,7867.7,7837.8,29.899999999999636,7852.0,2019-09-17 14:03:00+00:00,7852.75,7860.6436,7819.321800000001,2019-09-17 15:06:00+00:00,7860.6436,SL,63,-1.0,-1.224612344177552
2019-09-18,setup_ny_fib_NDX100_20190918_SELL,SHORT,7877.7,7857.3,20.399999999999636,7867.3,2019-09-18 14:01:00+00:00,7867.5,7872.8856,7844.692800000001,2019-09-18 14:25:00+00:00,7872.8856,SL,24,-1.0,-1.3292112299465477
2019-09-19,setup_ny_fib_NDX100_20190919_BUY,LONG,7938.4,7899.3,39.099999999999454,7934.3,2019-09-19 16:20:00+00:00,7918.85,7908.5276,7962.563799999999,2019-09-19 16:27:00+00:00,7908.5276,SL,7,-1.0,-1.1717623808416644
2019-09-20,setup_ny_fib_NDX100_20190920_SELL,SHORT,7917.5,7902.0,15.5,7904.0,2019-09-20 14:07:00+00:00,7909.75,7913.842,7892.421,2019-09-20 14:11:00+00:00,7913.842,SL,4,-1.0,-1.4332844574780437
2019-09-23,setup_ny_fib_NDX100_20190923_SELL,SHORT,7825.5,7797.0,28.5,7810.3,2019-09-23 14:01:00+00:00,7811.25,7818.774,7779.387,2019-09-23 14:30:00+00:00,7818.774,SL,29,-1.0,-1.2356459330143434
2019-09-24,setup_ny_fib_NDX100_20190924_SELL,SHORT,7872.5,7846.3,26.199999999999818,7858.8,2019-09-24 14:01:00+00:00,7859.4,7866.3168,7830.1084,2019-09-24 14:24:00+00:00,7830.1084,TP,23,4.234848484848442,3.978516076798475
2019-09-25,setup_ny_fib_NDX100_20190925_SELL,SHORT,7719.3,7670.4,48.900000000000546,7665.8,2019-09-25 14:08:00+00:00,7694.85,7707.7596,7640.179799999999,2019-09-25 14:31:00+00:00,7707.7596,SL,23,-1.0,-1.1373396542108203
2019-09-26,setup_ny_fib_NDX100_20190926_SELL,SHORT,7793.9,7746.8,47.099999999999454,7762.0,2019-09-26 14:48:00+00:00,7770.35,7782.7844,7717.6922,2019-09-26 15:20:00+00:00,7717.6922,TP,32,4.234848484848758,4.09226018143242
2019-09-27,setup_ny_fib_NDX100_20190927_SELL,SHORT,7792.3,7735.7,56.600000000000364,7743.8,2019-09-27 14:48:00+00:00,7764.0,7778.9424,7700.7212,2019-09-27 15:38:00+00:00,7700.7212,TP,50,4.234848484848515,4.116192847199943
